id,title,author,year,publisher,genre,rating,pages,language,description
1540,Book Title 1540,Author 40,1970,Publisher 0,Fantasy,4.3,623,Spanish,Description for book 1540...
1541,Book Title 1541,Author 41,1935,Publisher 1,Mystery,1.3,209,Spanish,Description for book 1541...
1542,Book Title 1542,Author 42,1976,Publisher 2,Mystery,3.3,623,French,Description for book 1542...
1543,Book Title 1543,Author 43,2005,Publisher 3,Non-Fiction,3.5,361,German,Description for book 1543...
1544,Book Title 1544,Author 44,1945,Publisher 4,Romance,1.6,698,English,Description for book 1544...
1545,Book Title 1545,Author 45,2013,Publisher 5,Horror,4.8,365,English,Description for book 1545...
1546,Book Title 1546,Author 46,1983,Publisher 6,Horror,2.5,644,Spanish,Description for book 1546...
1547,Book Title 1547,Author 47,1910,Publisher 7,Non-Fiction,4.7,441,Spanish,Description for book 1547...
1548,Book Title 1548,Author 48,2015,Publisher 8,Mystery,4.1,255,Spanish,Description for book 1548...
1549,Book Title 1549,Author 49,1916,Publisher 9,Science Fiction,1.9,246,Chinese,Description for book 1549...
1550,Book Title 1550,Author 50,1959,Publisher 10,Science Fiction,3.0,619,Spanish,Description for book 1550...
1551,Book Title 1551,Author 51,1909,Publisher 11,Horror,4.2,644,German,Description for book 1551...
1552,Book Title 1552,Author 52,1910,Publisher 12,Fiction,3.7,622,French,Description for book 1552...
1553,Book Title 1553,Author 53,1938,Publisher 13,Fiction,1.8,163,Spanish,Description for book 1553...
1554,Book Title 1554,Author 54,1986,Publisher 14,Fiction,3.6,711,English,Description for book 1554...
1555,Book Title 1555,Author 55,1928,Publisher 15,Thriller,4.8,699,French,Description for book 1555...
1556,Book Title 1556,Author 56,2006,Publisher 16,Fantasy,4.4,667,Chinese,Description for book 1556...
1557,Book Title 1557,Author 57,1902,Publisher 17,Thriller,4.9,598,Spanish,Description for book 1557...
1558,Book Title 1558,Author 58,1971,Publisher 18,Thriller,4.6,305,German,Description for book 1558...
1559,Book Title 1559,Author 59,1952,Publisher 19,Mystery,4.5,718,Spanish,Description for book 1559...
1560,Book Title 1560,Author 60,2020,Publisher 0,Mystery,1.8,330,Chinese,Description for book 1560...
1561,Book Title 1561,Author 61,2010,Publisher 1,Horror,1.6,361,English,Description for book 1561...
1562,Book Title 1562,Author 62,1913,Publisher 2,Biography,2.6,199,English,Description for book 1562...
1563,Book Title 1563,Author 63,1941,Publisher 3,Non-Fiction,2.0,572,German,Description for book 1563...
1564,Book Title 1564,Author 64,1917,Publisher 4,Thriller,2.7,234,English,Description for book 1564...
1565,Book Title 1565,Author 65,1943,Publisher 5,Mystery,4.6,560,Chinese,Description for book 1565...
1566,Book Title 1566,Author 66,1996,Publisher 6,Romance,1.1,339,Spanish,Description for book 1566...
1567,Book Title 1567,Author 67,1922,Publisher 7,Non-Fiction,3.3,483,German,Description for book 1567...
1568,Book Title 1568,Author 68,1916,Publisher 8,Horror,3.1,182,German,Description for book 1568...
1569,Book Title 1569,Author 69,1987,Publisher 9,Romance,4.7,784,French,Description for book 1569...
1570,Book Title 1570,Author 70,2012,Publisher 10,Fiction,4.0,763,Spanish,Description for book 1570...
1571,Book Title 1571,Author 71,1949,Publisher 11,Biography,4.1,318,French,Description for book 1571...
1572,Book Title 1572,Author 72,2012,Publisher 12,Thriller,4.2,652,German,Description for book 1572...
1573,Book Title 1573,Author 73,2021,Publisher 13,Biography,2.4,270,French,Description for book 1573...
1574,Book Title 1574,Author 74,1986,Publisher 14,Biography,2.2,661,Chinese,Description for book 1574...
1575,Book Title 1575,Author 75,1946,Publisher 15,Horror,2.8,536,German,Description for book 1575...
1576,Book Title 1576,Author 76,1901,Publisher 16,Romance,4.4,131,French,Description for book 1576...
1577,Book Title 1577,Author 77,1910,Publisher 17,Non-Fiction,2.0,426,German,Description for book 1577...
1578,Book Title 1578,Author 78,2000,Publisher 18,Mystery,2.2,178,Spanish,Description for book 1578...
1579,Book Title 1579,Author 79,1957,Publisher 19,Science Fiction,3.0,452,German,Description for book 1579...
1580,Book Title 1580,Author 80,1986,Publisher 0,Fiction,4.1,561,Chinese,Description for book 1580...
1581,Book Title 1581,Author 81,1945,Publisher 1,Non-Fiction,3.8,758,Chinese,Description for book 1581...
1582,Book Title 1582,Author 82,1981,Publisher 2,Non-Fiction,2.6,621,French,Description for book 1582...
1583,Book Title 1583,Author 83,1998,Publisher 3,Fantasy,4.2,126,German,Description for book 1583...
1584,Book Title 1584,Author 84,1904,Publisher 4,Romance,2.5,536,Chinese,Description for book 1584...
1585,Book Title 1585,Author 85,1958,Publisher 5,Non-Fiction,1.4,541,English,Description for book 1585...
1586,Book Title 1586,Author 86,2008,Publisher 6,Thriller,2.1,653,English,Description for book 1586...
1587,Book Title 1587,Author 87,1937,Publisher 7,Romance,2.5,749,English,Description for book 1587...
1588,Book Title 1588,Author 88,1994,Publisher 8,Fiction,1.1,680,English,Description for book 1588...
1589,Book Title 1589,Author 89,1940,Publisher 9,Non-Fiction,4.5,195,French,Description for book 1589...
1590,Book Title 1590,Author 90,1983,Publisher 10,Science Fiction,1.1,380,Chinese,Description for book 1590...
1591,Book Title 1591,Author 91,1992,Publisher 11,Fiction,2.5,671,German,Description for book 1591...
1592,Book Title 1592,Author 92,1984,Publisher 12,Horror,3.0,588,Spanish,Description for book 1592...
1593,Book Title 1593,Author 93,1954,Publisher 13,Fiction,1.5,419,English,Description for book 1593...
1594,Book Title 1594,Author 94,1956,Publisher 14,Horror,4.9,203,Spanish,Description for book 1594...
1595,Book Title 1595,Author 95,1927,Publisher 15,Mystery,3.2,566,German,Description for book 1595...
1596,Book Title 1596,Author 96,2002,Publisher 16,Non-Fiction,2.7,332,Chinese,Description for book 1596...
1597,Book Title 1597,Author 97,1970,Publisher 17,Thriller,2.7,654,English,Description for book 1597...
1598,Book Title 1598,Author 98,1931,Publisher 18,Horror,4.1,465,German,Description for book 1598...
1599,Book Title 1599,Author 99,1949,Publisher 19,Romance,4.8,478,Spanish,Description for book 1599...
1600,Book Title 1600,Author 0,1980,Publisher 0,Biography,1.3,512,English,Description for book 1600...
1601,Book Title 1601,Author 1,2005,Publisher 1,Thriller,4.9,294,Chinese,Description for book 1601...
1602,Book Title 1602,Author 2,1924,Publisher 2,Fantasy,4.5,153,German,Description for book 1602...
1603,Book Title 1603,Author 3,1949,Publisher 3,Romance,3.1,198,Spanish,Description for book 1603...
1604,Book Title 1604,Author 4,1931,Publisher 4,Thriller,2.1,534,English,Description for book 1604...
1605,Book Title 1605,Author 5,2003,Publisher 5,Romance,1.1,203,English,Description for book 1605...
1606,Book Title 1606,Author 6,2003,Publisher 6,Biography,2.6,501,Spanish,Description for book 1606...
1607,Book Title 1607,Author 7,1999,Publisher 7,Biography,4.0,599,English,Description for book 1607...
1608,Book Title 1608,Author 8,1995,Publisher 8,Fantasy,1.6,308,Spanish,Description for book 1608...
1609,Book Title 1609,Author 9,1968,Publisher 9,Science Fiction,2.2,295,Chinese,Description for book 1609...
1610,Book Title 1610,Author 10,1953,Publisher 10,Fantasy,2.2,376,French,Description for book 1610...
1611,Book Title 1611,Author 11,1966,Publisher 11,Thriller,1.8,783,English,Description for book 1611...
1612,Book Title 1612,Author 12,1982,Publisher 12,Fantasy,3.7,387,Chinese,Description for book 1612...
1613,Book Title 1613,Author 13,1927,Publisher 13,Biography,1.4,447,Spanish,Description for book 1613...
1614,Book Title 1614,Author 14,1901,Publisher 14,Non-Fiction,4.9,314,Spanish,Description for book 1614...
1615,Book Title 1615,Author 15,1913,Publisher 15,Romance,4.8,475,English,Description for book 1615...
1616,Book Title 1616,Author 16,1962,Publisher 16,Biography,1.4,693,Chinese,Description for book 1616...
1617,Book Title 1617,Author 17,1958,Publisher 17,Non-Fiction,2.4,712,German,Description for book 1617...
1618,Book Title 1618,Author 18,1932,Publisher 18,Fantasy,1.1,184,German,Description for book 1618...
1619,Book Title 1619,Author 19,2012,Publisher 19,Fantasy,4.2,698,English,Description for book 1619...
1620,Book Title 1620,Author 20,1981,Publisher 0,Thriller,3.6,367,English,Description for book 1620...
1621,Book Title 1621,Author 21,1989,Publisher 1,Science Fiction,2.0,225,German,Description for book 1621...
1622,Book Title 1622,Author 22,1942,Publisher 2,Romance,3.3,447,Spanish,Description for book 1622...
1623,Book Title 1623,Author 23,1922,Publisher 3,Thriller,4.8,500,Chinese,Description for book 1623...
1624,Book Title 1624,Author 24,2003,Publisher 4,Horror,4.5,316,Chinese,Description for book 1624...
1625,Book Title 1625,Author 25,1993,Publisher 5,Biography,4.5,573,Chinese,Description for book 1625...
1626,Book Title 1626,Author 26,1940,Publisher 6,Thriller,2.8,232,Chinese,Description for book 1626...
1627,Book Title 1627,Author 27,1988,Publisher 7,Science Fiction,2.4,226,German,Description for book 1627...
1628,Book Title 1628,Author 28,1982,Publisher 8,Mystery,3.5,599,Chinese,Description for book 1628...
1629,Book Title 1629,Author 29,1916,Publisher 9,Horror,1.3,348,Spanish,Description for book 1629...
1630,Book Title 1630,Author 30,1917,Publisher 10,Non-Fiction,2.8,156,German,Description for book 1630...
1631,Book Title 1631,Author 31,1910,Publisher 11,Thriller,1.7,232,Chinese,Description for book 1631...
1632,Book Title 1632,Author 32,1942,Publisher 12,Fiction,3.9,464,French,Description for book 1632...
1633,Book Title 1633,Author 33,1910,Publisher 13,Thriller,1.8,567,French,Description for book 1633...
1634,Book Title 1634,Author 34,2000,Publisher 14,Fiction,2.2,322,Chinese,Description for book 1634...
1635,Book Title 1635,Author 35,1943,Publisher 15,Science Fiction,4.7,179,French,Description for book 1635...
1636,Book Title 1636,Author 36,1901,Publisher 16,Fiction,3.3,155,German,Description for book 1636...
1637,Book Title 1637,Author 37,1918,Publisher 17,Non-Fiction,4.0,361,German,Description for book 1637...
1638,Book Title 1638,Author 38,1901,Publisher 18,Mystery,3.7,376,German,Description for book 1638...
1639,Book Title 1639,Author 39,1932,Publisher 19,Fantasy,2.3,432,Spanish,Description for book 1639...
1640,Book Title 1640,Author 40,1919,Publisher 0,Horror,3.0,151,German,Description for book 1640...
1641,Book Title 1641,Author 41,1922,Publisher 1,Science Fiction,3.7,526,French,Description for book 1641...
1642,Book Title 1642,Author 42,1906,Publisher 2,Biography,2.0,343,Spanish,Description for book 1642...
1643,Book Title 1643,Author 43,1916,Publisher 3,Biography,1.8,606,French,Description for book 1643...
1644,Book Title 1644,Author 44,1968,Publisher 4,Biography,4.8,146,French,Description for book 1644...
1645,Book Title 1645,Author 45,1939,Publisher 5,Fantasy,3.7,510,Spanish,Description for book 1645...
1646,Book Title 1646,Author 46,2010,Publisher 6,Romance,1.9,604,Spanish,Description for book 1646...
1647,Book Title 1647,Author 47,1916,Publisher 7,Science Fiction,2.7,489,Chinese,Description for book 1647...
1648,Book Title 1648,Author 48,1935,Publisher 8,Thriller,3.8,235,French,Description for book 1648...
1649,Book Title 1649,Author 49,2018,Publisher 9,Fantasy,4.5,256,Spanish,Description for book 1649...
1650,Book Title 1650,Author 50,1914,Publisher 10,Science Fiction,3.1,486,Spanish,Description for book 1650...
1651,Book Title 1651,Author 51,1915,Publisher 11,Science Fiction,3.3,449,Chinese,Description for book 1651...
1652,Book Title 1652,Author 52,1946,Publisher 12,Biography,4.0,560,Spanish,Description for book 1652...
1653,Book Title 1653,Author 53,1996,Publisher 13,Fiction,2.4,720,English,Description for book 1653...
1654,Book Title 1654,Author 54,1948,Publisher 14,Non-Fiction,3.6,422,Chinese,Description for book 1654...
1655,Book Title 1655,Author 55,1900,Publisher 15,Non-Fiction,3.9,441,Spanish,Description for book 1655...
1656,Book Title 1656,Author 56,1908,Publisher 16,Fiction,4.0,312,Spanish,Description for book 1656...
1657,Book Title 1657,Author 57,1904,Publisher 17,Non-Fiction,1.6,407,Chinese,Description for book 1657...
1658,Book Title 1658,Author 58,1996,Publisher 18,Mystery,3.8,711,French,Description for book 1658...
1659,Book Title 1659,Author 59,2011,Publisher 19,Biography,4.8,402,German,Description for book 1659...
1660,Book Title 1660,Author 60,1915,Publisher 0,Horror,3.1,382,English,Description for book 1660...
1661,Book Title 1661,Author 61,2019,Publisher 1,Thriller,3.5,508,Spanish,Description for book 1661...
1662,Book Title 1662,Author 62,1943,Publisher 2,Mystery,2.8,372,English,Description for book 1662...
1663,Book Title 1663,Author 63,1955,Publisher 3,Non-Fiction,5.0,441,French,Description for book 1663...
1664,Book Title 1664,Author 64,1958,Publisher 4,Horror,3.2,534,German,Description for book 1664...
1665,Book Title 1665,Author 65,2018,Publisher 5,Fiction,2.9,745,English,Description for book 1665...
1666,Book Title 1666,Author 66,1949,Publisher 6,Science Fiction,1.3,139,Chinese,Description for book 1666...
1667,Book Title 1667,Author 67,1993,Publisher 7,Non-Fiction,1.8,501,French,Description for book 1667...
1668,Book Title 1668,Author 68,1993,Publisher 8,Non-Fiction,3.7,240,German,Description for book 1668...
1669,Book Title 1669,Author 69,1907,Publisher 9,Thriller,2.7,767,Spanish,Description for book 1669...
1670,Book Title 1670,Author 70,1918,Publisher 10,Fiction,4.1,413,French,Description for book 1670...
1671,Book Title 1671,Author 71,1965,Publisher 11,Romance,1.1,403,German,Description for book 1671...
1672,Book Title 1672,Author 72,1916,Publisher 12,Thriller,2.1,564,English,Description for book 1672...
1673,Book Title 1673,Author 73,1923,Publisher 13,Fiction,1.6,285,English,Description for book 1673...
1674,Book Title 1674,Author 74,1972,Publisher 14,Thriller,2.3,287,German,Description for book 1674...
1675,Book Title 1675,Author 75,1921,Publisher 15,Thriller,4.9,363,Chinese,Description for book 1675...
1676,Book Title 1676,Author 76,1929,Publisher 16,Biography,4.7,299,German,Description for book 1676...
1677,Book Title 1677,Author 77,1924,Publisher 17,Horror,2.1,431,Chinese,Description for book 1677...
1678,Book Title 1678,Author 78,1963,Publisher 18,Science Fiction,3.2,433,English,Description for book 1678...
1679,Book Title 1679,Author 79,1969,Publisher 19,Fantasy,1.0,696,Chinese,Description for book 1679...
1680,Book Title 1680,Author 80,2006,Publisher 0,Mystery,1.4,657,French,Description for book 1680...
1681,Book Title 1681,Author 81,2013,Publisher 1,Horror,3.7,313,Spanish,Description for book 1681...
1682,Book Title 1682,Author 82,1944,Publisher 2,Science Fiction,4.5,276,Chinese,Description for book 1682...
1683,Book Title 1683,Author 83,1998,Publisher 3,Fantasy,3.4,135,French,Description for book 1683...
1684,Book Title 1684,Author 84,1903,Publisher 4,Science Fiction,4.8,136,German,Description for book 1684...
1685,Book Title 1685,Author 85,1919,Publisher 5,Biography,3.1,387,Chinese,Description for book 1685...
1686,Book Title 1686,Author 86,1980,Publisher 6,Mystery,2.8,613,French,Description for book 1686...
1687,Book Title 1687,Author 87,1959,Publisher 7,Romance,3.1,507,Spanish,Description for book 1687...
1688,Book Title 1688,Author 88,1945,Publisher 8,Thriller,5.0,389,Spanish,Description for book 1688...
1689,Book Title 1689,Author 89,1992,Publisher 9,Fiction,2.1,784,German,Description for book 1689...
1690,Book Title 1690,Author 90,1988,Publisher 10,Fiction,4.2,237,German,Description for book 1690...
1691,Book Title 1691,Author 91,1977,Publisher 11,Thriller,2.3,400,Chinese,Description for book 1691...
1692,Book Title 1692,Author 92,1995,Publisher 12,Fantasy,1.5,395,German,Description for book 1692...
1693,Book Title 1693,Author 93,1999,Publisher 13,Biography,1.0,574,English,Description for book 1693...
1694,Book Title 1694,Author 94,1925,Publisher 14,Fantasy,1.2,472,German,Description for book 1694...
1695,Book Title 1695,Author 95,1931,Publisher 15,Mystery,2.3,200,German,Description for book 1695...
1696,Book Title 1696,Author 96,1902,Publisher 16,Science Fiction,2.1,384,German,Description for book 1696...
1697,Book Title 1697,Author 97,2007,Publisher 17,Fantasy,3.1,536,Chinese,Description for book 1697...
1698,Book Title 1698,Author 98,1992,Publisher 18,Horror,3.4,412,Chinese,Description for book 1698...
1699,Book Title 1699,Author 99,2015,Publisher 19,Biography,2.0,584,Chinese,Description for book 1699...
1700,Book Title 1700,Author 0,1988,Publisher 0,Romance,1.8,786,German,Description for book 1700...
1701,Book Title 1701,Author 1,1943,Publisher 1,Horror,1.3,513,German,Description for book 1701...
1702,Book Title 1702,Author 2,1942,Publisher 2,Thriller,4.2,319,German,Description for book 1702...
1703,Book Title 1703,Author 3,1991,Publisher 3,Thriller,1.5,726,English,Description for book 1703...
1704,Book Title 1704,Author 4,1925,Publisher 4,Fiction,4.3,109,English,Description for book 1704...
1705,Book Title 1705,Author 5,1911,Publisher 5,Mystery,1.7,628,English,Description for book 1705...
1706,Book Title 1706,Author 6,2018,Publisher 6,Thriller,3.2,602,English,Description for book 1706...
1707,Book Title 1707,Author 7,1959,Publisher 7,Romance,1.2,348,Chinese,Description for book 1707...
1708,Book Title 1708,Author 8,1901,Publisher 8,Mystery,4.2,574,Spanish,Description for book 1708...
1709,Book Title 1709,Author 9,1981,Publisher 9,Science Fiction,1.6,540,Chinese,Description for book 1709...
1710,Book Title 1710,Author 10,2002,Publisher 10,Science Fiction,2.4,324,English,Description for book 1710...
1711,Book Title 1711,Author 11,1965,Publisher 11,Fiction,3.6,289,Chinese,Description for book 1711...
1712,Book Title 1712,Author 12,1935,Publisher 12,Horror,2.3,207,French,Description for book 1712...
1713,Book Title 1713,Author 13,1930,Publisher 13,Mystery,2.6,111,Chinese,Description for book 1713...
1714,Book Title 1714,Author 14,2010,Publisher 14,Science Fiction,1.4,790,Chinese,Description for book 1714...
1715,Book Title 1715,Author 15,1997,Publisher 15,Romance,2.7,184,Chinese,Description for book 1715...
1716,Book Title 1716,Author 16,1935,Publisher 16,Biography,2.5,730,French,Description for book 1716...
1717,Book Title 1717,Author 17,1948,Publisher 17,Thriller,4.2,338,English,Description for book 1717...
1718,Book Title 1718,Author 18,1978,Publisher 18,Horror,2.1,661,Chinese,Description for book 1718...
1719,Book Title 1719,Author 19,2021,Publisher 19,Horror,4.6,384,Spanish,Description for book 1719...
1720,Book Title 1720,Author 20,2016,Publisher 0,Horror,4.1,136,English,Description for book 1720...
1721,Book Title 1721,Author 21,2013,Publisher 1,Fiction,2.0,151,Chinese,Description for book 1721...
1722,Book Title 1722,Author 22,2013,Publisher 2,Fiction,1.4,232,French,Description for book 1722...
1723,Book Title 1723,Author 23,1958,Publisher 3,Fantasy,2.8,323,English,Description for book 1723...
1724,Book Title 1724,Author 24,1950,Publisher 4,Fiction,2.4,280,German,Description for book 1724...
1725,Book Title 1725,Author 25,1930,Publisher 5,Romance,4.8,232,Chinese,Description for book 1725...
1726,Book Title 1726,Author 26,2003,Publisher 6,Non-Fiction,3.6,385,German,Description for book 1726...
1727,Book Title 1727,Author 27,1995,Publisher 7,Mystery,4.4,394,Chinese,Description for book 1727...
1728,Book Title 1728,Author 28,1964,Publisher 8,Biography,4.4,272,English,Description for book 1728...
1729,Book Title 1729,Author 29,1986,Publisher 9,Thriller,4.0,240,German,Description for book 1729...
1730,Book Title 1730,Author 30,1921,Publisher 10,Fiction,4.0,435,German,Description for book 1730...
1731,Book Title 1731,Author 31,1965,Publisher 11,Romance,5.0,282,Spanish,Description for book 1731...
1732,Book Title 1732,Author 32,1916,Publisher 12,Science Fiction,4.7,375,German,Description for book 1732...
1733,Book Title 1733,Author 33,1915,Publisher 13,Fiction,1.7,169,Chinese,Description for book 1733...
1734,Book Title 1734,Author 34,1998,Publisher 14,Science Fiction,1.3,567,Chinese,Description for book 1734...
1735,Book Title 1735,Author 35,2017,Publisher 15,Fiction,1.4,132,French,Description for book 1735...
1736,Book Title 1736,Author 36,1980,Publisher 16,Non-Fiction,5.0,459,German,Description for book 1736...
1737,Book Title 1737,Author 37,1962,Publisher 17,Fantasy,4.0,751,Chinese,Description for book 1737...
1738,Book Title 1738,Author 38,1941,Publisher 18,Thriller,1.2,532,Chinese,Description for book 1738...
1739,Book Title 1739,Author 39,1958,Publisher 19,Science Fiction,4.8,528,French,Description for book 1739...
1740,Book Title 1740,Author 40,1930,Publisher 0,Romance,4.1,246,English,Description for book 1740...
1741,Book Title 1741,Author 41,1969,Publisher 1,Romance,2.9,263,Chinese,Description for book 1741...
1742,Book Title 1742,Author 42,1978,Publisher 2,Biography,1.6,225,French,Description for book 1742...
1743,Book Title 1743,Author 43,1912,Publisher 3,Biography,4.9,222,English,Description for book 1743...
1744,Book Title 1744,Author 44,1916,Publisher 4,Horror,4.2,755,French,Description for book 1744...
1745,Book Title 1745,Author 45,2010,Publisher 5,Fantasy,3.0,561,English,Description for book 1745...
1746,Book Title 1746,Author 46,1977,Publisher 6,Romance,2.4,458,Spanish,Description for book 1746...
1747,Book Title 1747,Author 47,1921,Publisher 7,Fiction,2.6,172,French,Description for book 1747...
1748,Book Title 1748,Author 48,2000,Publisher 8,Mystery,3.4,454,German,Description for book 1748...
1749,Book Title 1749,Author 49,1958,Publisher 9,Non-Fiction,4.5,556,French,Description for book 1749...
1750,Book Title 1750,Author 50,2010,Publisher 10,Non-Fiction,4.0,585,German,Description for book 1750...
1751,Book Title 1751,Author 51,1908,Publisher 11,Romance,4.4,450,English,Description for book 1751...
1752,Book Title 1752,Author 52,2021,Publisher 12,Biography,2.5,593,French,Description for book 1752...
1753,Book Title 1753,Author 53,2014,Publisher 13,Romance,2.6,106,German,Description for book 1753...
1754,Book Title 1754,Author 54,2017,Publisher 14,Fantasy,5.0,362,Spanish,Description for book 1754...
1755,Book Title 1755,Author 55,2009,Publisher 15,Non-Fiction,3.0,453,Spanish,Description for book 1755...
1756,Book Title 1756,Author 56,1902,Publisher 16,Horror,4.4,140,German,Description for book 1756...
1757,Book Title 1757,Author 57,1952,Publisher 17,Science Fiction,1.1,588,Chinese,Description for book 1757...
1758,Book Title 1758,Author 58,1937,Publisher 18,Science Fiction,1.3,676,Chinese,Description for book 1758...
1759,Book Title 1759,Author 59,2001,Publisher 19,Mystery,3.3,516,Spanish,Description for book 1759...
1760,Book Title 1760,Author 60,1973,Publisher 0,Biography,3.7,506,French,Description for book 1760...
1761,Book Title 1761,Author 61,2012,Publisher 1,Non-Fiction,1.3,778,English,Description for book 1761...
1762,Book Title 1762,Author 62,1947,Publisher 2,Science Fiction,3.4,634,French,Description for book 1762...
1763,Book Title 1763,Author 63,1939,Publisher 3,Non-Fiction,2.8,282,Chinese,Description for book 1763...
1764,Book Title 1764,Author 64,1918,Publisher 4,Mystery,1.8,745,Chinese,Description for book 1764...
1765,Book Title 1765,Author 65,1991,Publisher 5,Science Fiction,1.6,616,Chinese,Description for book 1765...
1766,Book Title 1766,Author 66,1951,Publisher 6,Thriller,2.3,407,French,Description for book 1766...
1767,Book Title 1767,Author 67,2018,Publisher 7,Non-Fiction,2.0,729,Chinese,Description for book 1767...
1768,Book Title 1768,Author 68,1960,Publisher 8,Fantasy,1.2,628,French,Description for book 1768...
1769,Book Title 1769,Author 69,1998,Publisher 9,Non-Fiction,1.7,447,Spanish,Description for book 1769...
1770,Book Title 1770,Author 70,1920,Publisher 10,Fantasy,2.7,791,French,Description for book 1770...
1771,Book Title 1771,Author 71,1930,Publisher 11,Mystery,4.9,507,German,Description for book 1771...
1772,Book Title 1772,Author 72,1942,Publisher 12,Thriller,2.5,647,Spanish,Description for book 1772...
1773,Book Title 1773,Author 73,1902,Publisher 13,Mystery,3.4,189,Spanish,Description for book 1773...
1774,Book Title 1774,Author 74,1996,Publisher 14,Biography,2.6,701,Chinese,Description for book 1774...
1775,Book Title 1775,Author 75,1944,Publisher 15,Thriller,4.6,200,Spanish,Description for book 1775...
1776,Book Title 1776,Author 76,1979,Publisher 16,Fantasy,3.4,574,German,Description for book 1776...
1777,Book Title 1777,Author 77,2006,Publisher 17,Fantasy,4.3,141,English,Description for book 1777...
1778,Book Title 1778,Author 78,1971,Publisher 18,Thriller,3.2,203,Chinese,Description for book 1778...
1779,Book Title 1779,Author 79,1938,Publisher 19,Romance,2.2,301,Spanish,Description for book 1779...
1780,Book Title 1780,Author 80,1934,Publisher 0,Biography,4.6,291,Spanish,Description for book 1780...
1781,Book Title 1781,Author 81,1999,Publisher 1,Romance,3.5,543,Spanish,Description for book 1781...
1782,Book Title 1782,Author 82,1989,Publisher 2,Fantasy,3.0,617,French,Description for book 1782...
1783,Book Title 1783,Author 83,1982,Publisher 3,Fiction,1.9,785,German,Description for book 1783...
1784,Book Title 1784,Author 84,1981,Publisher 4,Mystery,4.5,301,English,Description for book 1784...
1785,Book Title 1785,Author 85,1919,Publisher 5,Fiction,2.3,248,Spanish,Description for book 1785...
1786,Book Title 1786,Author 86,2013,Publisher 6,Mystery,4.2,736,Spanish,Description for book 1786...
1787,Book Title 1787,Author 87,1902,Publisher 7,Horror,4.9,349,German,Description for book 1787...
1788,Book Title 1788,Author 88,1922,Publisher 8,Fantasy,1.7,676,English,Description for book 1788...
1789,Book Title 1789,Author 89,2009,Publisher 9,Non-Fiction,3.7,783,French,Description for book 1789...
1790,Book Title 1790,Author 90,1960,Publisher 10,Romance,4.2,710,English,Description for book 1790...
1791,Book Title 1791,Author 91,1911,Publisher 11,Fantasy,1.6,319,French,Description for book 1791...
1792,Book Title 1792,Author 92,1957,Publisher 12,Fantasy,4.3,344,German,Description for book 1792...
1793,Book Title 1793,Author 93,2015,Publisher 13,Fiction,4.7,533,English,Description for book 1793...
1794,Book Title 1794,Author 94,2004,Publisher 14,Biography,1.6,449,French,Description for book 1794...
1795,Book Title 1795,Author 95,1994,Publisher 15,Fiction,4.6,517,German,Description for book 1795...
1796,Book Title 1796,Author 96,1992,Publisher 16,Romance,2.8,191,Chinese,Description for book 1796...
1797,Book Title 1797,Author 97,1954,Publisher 17,Thriller,3.3,458,German,Description for book 1797...
1798,Book Title 1798,Author 98,2002,Publisher 18,Romance,4.4,356,German,Description for book 1798...
1799,Book Title 1799,Author 99,1917,Publisher 19,Fantasy,1.4,398,German,Description for book 1799...
1800,Book Title 1800,Author 0,2012,Publisher 0,Mystery,2.9,110,Spanish,Description for book 1800...
1801,Book Title 1801,Author 1,1993,Publisher 1,Science Fiction,3.6,439,German,Description for book 1801...
1802,Book Title 1802,Author 2,2014,Publisher 2,Fiction,1.8,604,French,Description for book 1802...
1803,Book Title 1803,Author 3,1952,Publisher 3,Biography,3.8,425,French,Description for book 1803...
1804,Book Title 1804,Author 4,1954,Publisher 4,Biography,1.7,138,Spanish,Description for book 1804...
1805,Book Title 1805,Author 5,1944,Publisher 5,Romance,4.8,726,French,Description for book 1805...
1806,Book Title 1806,Author 6,1936,Publisher 6,Science Fiction,4.5,172,Chinese,Description for book 1806...
1807,Book Title 1807,Author 7,1904,Publisher 7,Non-Fiction,4.6,698,Spanish,Description for book 1807...
1808,Book Title 1808,Author 8,1947,Publisher 8,Science Fiction,3.4,560,Spanish,Description for book 1808...
1809,Book Title 1809,Author 9,1960,Publisher 9,Romance,1.6,178,Spanish,Description for book 1809...
1810,Book Title 1810,Author 10,1956,Publisher 10,Romance,2.9,376,Chinese,Description for book 1810...
1811,Book Title 1811,Author 11,1934,Publisher 11,Science Fiction,1.0,243,German,Description for book 1811...
1812,Book Title 1812,Author 12,1995,Publisher 12,Non-Fiction,4.9,756,English,Description for book 1812...
1813,Book Title 1813,Author 13,1973,Publisher 13,Mystery,3.6,521,Spanish,Description for book 1813...
1814,Book Title 1814,Author 14,1957,Publisher 14,Non-Fiction,1.5,559,English,Description for book 1814...
1815,Book Title 1815,Author 15,1993,Publisher 15,Mystery,2.3,277,Spanish,Description for book 1815...
1816,Book Title 1816,Author 16,1914,Publisher 16,Horror,3.6,560,French,Description for book 1816...
1817,Book Title 1817,Author 17,1953,Publisher 17,Fantasy,1.1,771,English,Description for book 1817...
1818,Book Title 1818,Author 18,1909,Publisher 18,Horror,1.8,734,Chinese,Description for book 1818...
1819,Book Title 1819,Author 19,1982,Publisher 19,Science Fiction,1.7,140,French,Description for book 1819...
1820,Book Title 1820,Author 20,1961,Publisher 0,Mystery,3.1,606,German,Description for book 1820...
